account,"aggregate savings with mcopy"
0xb2d8dfcf2c58e1ced7d10efa756076b23eddda96,0.018788264589691264
0x2b6a25f7c54f43c71c743e627f5663232586c39f,0.009090118345397516
0x8a9c67fee641579deba04928c4bc45f66e26343a,0.009022727416328103
0x082582c4271f3f6dd5f4306cbcac822076516c53,0.0062040441176470585
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.004435131618334321
