account,"aggregate percentage savings for most popular contracts with mcopy"
0x5acc84a3e955bdd76467d3348077d003f00ffb97,0.0034859298467116466
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0.04644928738406384
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0
0xc83e009c7794e8f6d1954dc13c23a35fc4d039f6,0.020052900885356776
0xc5be99a02c6857f9eac67bbce58df5572498f40c,0.0
